sensor_0,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,eta
71.0,71.1,71.9,71.0,71.3,71.0,72.5,71.7,70.7,71.9,72.3,73.0,0.8230452674897119
71.1,71.9,71.0,71.3,71.0,72.5,71.7,70.7,71.9,72.3,73.0,72.9,0.8152173913043479
71.9,71.0,71.3,71.0,72.5,71.7,70.7,71.9,72.3,73.0,72.9,73.6,0.8321775312066575
71.0,71.3,71.0,72.5,71.7,70.7,71.9,72.3,73.0,72.9,73.6,72.1,0.8174386920980925
71.3,71.0,72.5,71.7,70.7,71.9,72.3,73.0,72.9,73.6,72.1,73.4,0.8032128514056225
71.0,72.5,71.7,70.7,71.9,72.3,73.0,72.9,73.6,72.1,73.4,74.7,0.8086253369272236
72.5,71.7,70.7,71.9,72.3,73.0,72.9,73.6,72.1,73.4,74.7,74.2,0.819672131147541
71.7,70.7,71.9,72.3,73.0,72.9,73.6,72.1,73.4,74.7,74.2,73.2,0.8163265306122449
70.7,71.9,72.3,73.0,72.9,73.6,72.1,73.4,74.7,74.2,73.2,73.5,0.8097165991902835
71.9,72.3,73.0,72.9,73.6,72.1,73.4,74.7,74.2,73.2,73.5,74.1,0.8130081300813009
72.3,73.0,72.9,73.6,72.1,73.4,74.7,74.2,73.2,73.5,74.1,73.8,0.819672131147541
73.0,72.9,73.6,72.1,73.4,74.7,74.2,73.2,73.5,74.1,73.8,73.2,0.8438818565400844
72.9,73.6,72.1,73.4,74.7,74.2,73.2,73.5,74.1,73.8,73.2,71.1,0.8547008547008548
73.6,72.1,73.4,74.7,74.2,73.2,73.5,74.1,73.8,73.2,71.1,70.2,0.8695652173913043
72.1,73.4,74.7,74.2,73.2,73.5,74.1,73.8,73.2,71.1,70.2,69.0,0.860832137733142
73.4,74.7,74.2,73.2,73.5,74.1,73.8,73.2,71.1,70.2,69.0,69.7,0.8559201141226819
74.7,74.2,73.2,73.5,74.1,73.8,73.2,71.1,70.2,69.0,69.7,70.1,0.8633093525179857
74.2,73.2,73.5,74.1,73.8,73.2,71.1,70.2,69.0,69.7,70.1,69.5,0.8746355685131196
73.2,73.5,74.1,73.8,73.2,71.1,70.2,69.0,69.7,70.1,69.5,68.6,0.8733624454148472
73.5,74.1,73.8,73.2,71.1,70.2,69.0,69.7,70.1,69.5,68.6,68.7,0.8797653958944281
74.1,73.8,73.2,71.1,70.2,69.0,69.7,70.1,69.5,68.6,68.7,68.2,0.9090909090909092
73.8,73.2,71.1,70.2,69.0,69.7,70.1,69.5,68.6,68.7,68.2,66.0,0.9022556390977443
73.2,71.1,70.2,69.0,69.7,70.1,69.5,68.6,68.7,68.2,66.0,66.5,0.9259259259259259
71.1,70.2,69.0,69.7,70.1,69.5,68.6,68.7,68.2,66.0,66.5,64.8,0.9433962264150944
70.2,69.0,69.7,70.1,69.5,68.6,68.7,68.2,66.0,66.5,64.8,63.6,0.9478672985781992
69.0,69.7,70.1,69.5,68.6,68.7,68.2,66.0,66.5,64.8,63.6,63.3,0.9615384615384617
69.7,70.1,69.5,68.6,68.7,68.2,66.0,66.5,64.8,63.6,63.3,62.4,0.9819967266775778
70.1,69.5,68.6,68.7,68.2,66.0,66.5,64.8,63.6,63.3,62.4,61.1,0.9819967266775778
69.5,68.6,68.7,68.2,66.0,66.5,64.8,63.6,63.3,62.4,61.1,61.1,0.9693053311793215
68.6,68.7,68.2,66.0,66.5,64.8,63.6,63.3,62.4,61.1,61.1,61.9,0.9646302250803858
68.7,68.2,66.0,66.5,64.8,63.6,63.3,62.4,61.1,61.1,61.9,62.2,0.9787928221859707
68.2,66.0,66.5,64.8,63.6,63.3,62.4,61.1,61.1,61.9,62.2,61.3,0.9917355371900827
66.0,66.5,64.8,63.6,63.3,62.4,61.1,61.1,61.9,62.2,61.3,60.5,1.001669449081803
66.5,64.8,63.6,63.3,62.4,61.1,61.1,61.9,62.2,61.3,60.5,59.9,1.0
64.8,63.6,63.3,62.4,61.1,61.1,61.9,62.2,61.3,60.5,59.9,60.0,1.0
63.6,63.3,62.4,61.1,61.1,61.9,62.2,61.3,60.5,59.9,60.0,60.0,0.9933774834437087
63.3,62.4,61.1,61.1,61.9,62.2,61.3,60.5,59.9,60.0,60.0,60.4,0.9983361064891847
62.4,61.1,61.1,61.9,62.2,61.3,60.5,59.9,60.0,60.0,60.4,60.1,1.0033444816053512
61.1,61.1,61.9,62.2,61.3,60.5,59.9,60.0,60.0,60.4,60.1,59.8,1.0362694300518134
61.1,61.9,62.2,61.3,60.5,59.9,60.0,60.0,60.4,60.1,59.8,57.9,1.0362694300518134
61.9,62.2,61.3,60.5,59.9,60.0,60.0,60.4,60.1,59.8,57.9,57.9,1.0471204188481675
62.2,61.3,60.5,59.9,60.0,60.0,60.4,60.1,59.8,57.9,57.9,57.3,1.0563380281690142
61.3,60.5,59.9,60.0,60.0,60.4,60.1,59.8,57.9,57.9,57.3,56.8,1.0118043844856661
60.5,59.9,60.0,60.0,60.4,60.1,59.8,57.9,57.9,57.3,56.8,59.3,1.015228426395939
59.9,60.0,60.0,60.4,60.1,59.8,57.9,57.9,57.3,56.8,59.3,59.1,0.9693053311793215
60.0,60.0,60.4,60.1,59.8,57.9,57.9,57.3,56.8,59.3,59.1,61.9,0.9708737864077671
60.0,60.4,60.1,59.8,57.9,57.9,57.3,56.8,59.3,59.1,61.9,61.8,1.0204081632653061
60.4,60.1,59.8,57.9,57.9,57.3,56.8,59.3,59.1,61.9,61.8,58.8,1.073345259391771
60.1,59.8,57.9,57.9,57.3,56.8,59.3,59.1,61.9,61.8,58.8,55.9,1.0849909584086799
59.8,57.9,57.9,57.3,56.8,59.3,59.1,61.9,61.8,58.8,55.9,55.3,1.0948905109489053
57.9,57.9,57.3,56.8,59.3,59.1,61.9,61.8,58.8,55.9,55.3,54.8,1.1214953271028036
57.9,57.3,56.8,59.3,59.1,61.9,61.8,58.8,55.9,55.3,54.8,53.5,1.1152416356877324
57.3,56.8,59.3,59.1,61.9,61.8,58.8,55.9,55.3,54.8,53.5,53.8,1.147227533460803
56.8,59.3,59.1,61.9,61.8,58.8,55.9,55.3,54.8,53.5,53.8,52.3,1.271186440677966
59.3,59.1,61.9,61.8,58.8,55.9,55.3,54.8,53.5,53.8,52.3,47.2,1.4705882352941178
59.1,61.9,61.8,58.8,55.9,55.3,54.8,53.5,53.8,52.3,47.2,40.8,1.3392857142857144
61.9,61.8,58.8,55.9,55.3,54.8,53.5,53.8,52.3,47.2,40.8,44.8,1.1787819253438114
61.8,58.8,55.9,55.3,54.8,53.5,53.8,52.3,47.2,40.8,44.8,50.9,1.0869565217391304
58.8,55.9,55.3,54.8,53.5,53.8,52.3,47.2,40.8,44.8,50.9,55.2,1.0434782608695652
55.9,55.3,54.8,53.5,53.8,52.3,47.2,40.8,44.8,50.9,55.2,57.5,1.0186757215619695
55.3,54.8,53.5,53.8,52.3,47.2,40.8,44.8,50.9,55.2,57.5,58.9,1.0067114093959733
54.8,53.5,53.8,52.3,47.2,40.8,44.8,50.9,55.2,57.5,58.9,59.6,1.0221465076660987
53.5,53.8,52.3,47.2,40.8,44.8,50.9,55.2,57.5,58.9,59.6,58.7,1.0221465076660987
53.8,52.3,47.2,40.8,44.8,50.9,55.2,57.5,58.9,59.6,58.7,58.7,1.0416666666666667
52.3,47.2,40.8,44.8,50.9,55.2,57.5,58.9,59.6,58.7,58.7,57.6,1.0830324909747293
47.2,40.8,44.8,50.9,55.2,57.5,58.9,59.6,58.7,58.7,57.6,55.4,1.0398613518197573
40.8,44.8,50.9,55.2,57.5,58.9,59.6,58.7,58.7,57.6,55.4,57.7,1.0380622837370244
44.8,50.9,55.2,57.5,58.9,59.6,58.7,58.7,57.6,55.4,57.7,57.8,1.0186757215619695
50.9,55.2,57.5,58.9,59.6,58.7,58.7,57.6,55.4,57.7,57.8,58.9,1.015228426395939
55.2,57.5,58.9,59.6,58.7,58.7,57.6,55.4,57.7,57.8,58.9,59.1,0.99009900990099
57.5,58.9,59.6,58.7,58.7,57.6,55.4,57.7,57.8,58.9,59.1,60.6,0.9756097560975611
58.9,59.6,58.7,58.7,57.6,55.4,57.7,57.8,58.9,59.1,60.6,61.5,0.9708737864077671
59.6,58.7,58.7,57.6,55.4,57.7,57.8,58.9,59.1,60.6,61.5,61.8,0.9244992295839752
58.7,58.7,57.6,55.4,57.7,57.8,58.9,59.1,60.6,61.5,61.8,64.9,0.888888888888889
58.7,57.6,55.4,57.7,57.8,58.9,59.1,60.6,61.5,61.8,64.9,67.5,0.8708272859216255
57.6,55.4,57.7,57.8,58.9,59.1,60.6,61.5,61.8,64.9,67.5,68.9,0.8633093525179857
55.4,57.7,57.8,58.9,59.1,60.6,61.5,61.8,64.9,67.5,68.9,69.5,0.8633093525179857
57.7,57.8,58.9,59.1,60.6,61.5,61.8,64.9,67.5,68.9,69.5,69.5,0.8547008547008548
57.8,58.9,59.1,60.6,61.5,61.8,64.9,67.5,68.9,69.5,69.5,70.2,0.8547008547008548
58.9,59.1,60.6,61.5,61.8,64.9,67.5,68.9,69.5,69.5,70.2,70.2,0.851063829787234
59.1,60.6,61.5,61.8,64.9,67.5,68.9,69.5,69.5,70.2,70.2,70.5,0.860832137733142
60.6,61.5,61.8,64.9,67.5,68.9,69.5,69.5,70.2,70.2,70.5,69.7,0.851063829787234
61.5,61.8,64.9,67.5,68.9,69.5,69.5,70.2,70.2,70.5,69.7,70.5,0.8915304606240714
61.8,64.9,67.5,68.9,69.5,69.5,70.2,70.2,70.5,69.7,70.5,67.3,0.9118541033434651
64.9,67.5,68.9,69.5,69.5,70.2,70.2,70.5,69.7,70.5,67.3,65.8,0.9036144578313252
67.5,68.9,69.5,69.5,70.2,70.2,70.5,69.7,70.5,67.3,65.8,66.4,0.9174311926605503
68.9,69.5,69.5,70.2,70.2,70.5,69.7,70.5,67.3,65.8,66.4,65.4,0.9036144578313252
69.5,69.5,70.2,70.2,70.5,69.7,70.5,67.3,65.8,66.4,65.4,66.4,0.888888888888889
69.5,70.2,70.2,70.5,69.7,70.5,67.3,65.8,66.4,65.4,66.4,67.5,0.9036144578313252
70.2,70.2,70.5,69.7,70.5,67.3,65.8,66.4,65.4,66.4,67.5,66.4,0.9174311926605503
70.2,70.5,69.7,70.5,67.3,65.8,66.4,65.4,66.4,67.5,66.4,65.4,0.8968609865470851
70.5,69.7,70.5,67.3,65.8,66.4,65.4,66.4,67.5,66.4,65.4,66.9,0.8928571428571428
69.7,70.5,67.3,65.8,66.4,65.4,66.4,67.5,66.4,65.4,66.9,67.2,0.8633093525179857
70.5,67.3,65.8,66.4,65.4,66.4,67.5,66.4,65.4,66.9,67.2,69.5,0.8683068017366137
67.3,65.8,66.4,65.4,66.4,67.5,66.4,65.4,66.9,67.2,69.5,69.1,0.888888888888889
65.8,66.4,65.4,66.4,67.5,66.4,65.4,66.9,67.2,69.5,69.1,67.5,0.8670520231213873
66.4,65.4,66.4,67.5,66.4,65.4,66.9,67.2,69.5,69.1,67.5,69.2,0.8797653958944281
65.4,66.4,67.5,66.4,65.4,66.9,67.2,69.5,69.1,67.5,69.2,68.2,0.8733624454148472
66.4,67.5,66.4,65.4,66.9,67.2,69.5,69.1,67.5,69.2,68.2,68.7,0.8849557522123894
67.5,66.4,65.4,66.9,67.2,69.5,69.1,67.5,69.2,68.2,68.7,67.8,0.8670520231213873
66.4,65.4,66.9,67.2,69.5,69.1,67.5,69.2,68.2,68.7,67.8,69.2,0.8658008658008658
65.4,66.9,67.2,69.5,69.1,67.5,69.2,68.2,68.7,67.8,69.2,69.3,0.8784773060029283
66.9,67.2,69.5,69.1,67.5,69.2,68.2,68.7,67.8,69.2,69.3,68.3,0.8695652173913043
67.2,69.5,69.1,67.5,69.2,68.2,68.7,67.8,69.2,69.3,68.3,69.0,0.8547008547008548
69.5,69.1,67.5,69.2,68.2,68.7,67.8,69.2,69.3,68.3,69.0,70.2,0.8595988538681949
69.1,67.5,69.2,68.2,68.7,67.8,69.2,69.3,68.3,69.0,70.2,69.8,0.8968609865470851
67.5,69.2,68.2,68.7,67.8,69.2,69.3,68.3,69.0,70.2,69.8,66.9,0.8982035928143712
69.2,68.2,68.7,67.8,69.2,69.3,68.3,69.0,70.2,69.8,66.9,66.8,0.9448818897637795
68.2,68.7,67.8,69.2,69.3,68.3,69.0,70.2,69.8,66.9,66.8,63.5,1.0033444816053512
68.7,67.8,69.2,69.3,68.3,69.0,70.2,69.8,66.9,66.8,63.5,59.8,0.9771986970684039
67.8,69.2,69.3,68.3,69.0,70.2,69.8,66.9,66.8,63.5,59.8,61.4,0.9584664536741214
69.2,69.3,68.3,69.0,70.2,69.8,66.9,66.8,63.5,59.8,61.4,62.6,0.9331259720062209
69.3,68.3,69.0,70.2,69.8,66.9,66.8,63.5,59.8,61.4,62.6,64.3,0.91324200913242
68.3,69.0,70.2,69.8,66.9,66.8,63.5,59.8,61.4,62.6,64.3,65.7,0.9104704097116842
69.0,70.2,69.8,66.9,66.8,63.5,59.8,61.4,62.6,64.3,65.7,65.9,0.8941877794336812
70.2,69.8,66.9,66.8,63.5,59.8,61.4,62.6,64.3,65.7,65.9,67.1,0.8733624454148472
69.8,66.9,66.8,63.5,59.8,61.4,62.6,64.3,65.7,65.9,67.1,68.7,0.875912408759124
66.9,66.8,63.5,59.8,61.4,62.6,64.3,65.7,65.9,67.1,68.7,68.5,1.0
66.8,63.5,59.8,61.4,62.6,64.3,65.7,65.9,67.1,68.7,68.5,60.0,1.1070110701107012
63.5,59.8,61.4,62.6,64.3,65.7,65.9,67.1,68.7,68.5,60.0,54.2,1.0118043844856661
59.8,61.4,62.6,64.3,65.7,65.9,67.1,68.7,68.5,60.0,54.2,59.3,0.9331259720062209
61.4,62.6,64.3,65.7,65.9,67.1,68.7,68.5,60.0,54.2,59.3,64.3,0.9287925696594428
62.6,64.3,65.7,65.9,67.1,68.7,68.5,60.0,54.2,59.3,64.3,64.6,0.9063444108761329
64.3,65.7,65.9,67.1,68.7,68.5,60.0,54.2,59.3,64.3,64.6,66.2,0.8941877794336812
65.7,65.9,67.1,68.7,68.5,60.0,54.2,59.3,64.3,64.6,66.2,67.1,0.8645533141210374
65.9,67.1,68.7,68.5,60.0,54.2,59.3,64.3,64.6,66.2,67.1,69.4,0.847457627118644
67.1,68.7,68.5,60.0,54.2,59.3,64.3,64.6,66.2,67.1,69.4,70.8,0.8595988538681949
68.7,68.5,60.0,54.2,59.3,64.3,64.6,66.2,67.1,69.4,70.8,69.8,0.8797653958944281
68.5,60.0,54.2,59.3,64.3,64.6,66.2,67.1,69.4,70.8,69.8,68.2,0.8784773060029283
60.0,54.2,59.3,64.3,64.6,66.2,67.1,69.4,70.8,69.8,68.2,68.3,0.8746355685131196
54.2,59.3,64.3,64.6,66.2,67.1,69.4,70.8,69.8,68.2,68.3,68.6,0.8695652173913043
59.3,64.3,64.6,66.2,67.1,69.4,70.8,69.8,68.2,68.3,68.6,69.0,0.8771929824561403
64.3,64.6,66.2,67.1,69.4,70.8,69.8,68.2,68.3,68.6,69.0,68.4,0.8875739644970415
64.6,66.2,67.1,69.4,70.8,69.8,68.2,68.3,68.6,69.0,68.4,67.6,0.875912408759124
66.2,67.1,69.4,70.8,69.8,68.2,68.3,68.6,69.0,68.4,67.6,68.5,0.8658008658008658
67.1,69.4,70.8,69.8,68.2,68.3,68.6,69.0,68.4,67.6,68.5,69.3,0.851063829787234
69.4,70.8,69.8,68.2,68.3,68.6,69.0,68.4,67.6,68.5,69.3,70.5,0.8310249307479224
70.8,69.8,68.2,68.3,68.6,69.0,68.4,67.6,68.5,69.3,70.5,72.2,0.8333333333333333
69.8,68.2,68.3,68.6,69.0,68.4,67.6,68.5,69.3,70.5,72.2,72.0,0.8264462809917356
68.2,68.3,68.6,69.0,68.4,67.6,68.5,69.3,70.5,72.2,72.0,72.6,0.8356545961002786
68.3,68.6,69.0,68.4,67.6,68.5,69.3,70.5,72.2,72.0,72.6,71.8,0.8426966292134831
68.6,69.0,68.4,67.6,68.5,69.3,70.5,72.2,72.0,72.6,71.8,71.2,0.8368200836820083
69.0,68.4,67.6,68.5,69.3,70.5,72.2,72.0,72.6,71.8,71.2,71.7,0.8450704225352113
68.4,67.6,68.5,69.3,70.5,72.2,72.0,72.6,71.8,71.2,71.7,71.0,0.8522727272727273
67.6,68.5,69.3,70.5,72.2,72.0,72.6,71.8,71.2,71.7,71.0,70.4,0.8571428571428571
68.5,69.3,70.5,72.2,72.0,72.6,71.8,71.2,71.7,71.0,70.4,70.0,0.8522727272727273
69.3,70.5,72.2,72.0,72.6,71.8,71.2,71.7,71.0,70.4,70.0,70.4,0.84985835694051
70.5,72.2,72.0,72.6,71.8,71.2,71.7,71.0,70.4,70.0,70.4,70.6,0.8522727272727273
72.2,72.0,72.6,71.8,71.2,71.7,71.0,70.4,70.0,70.4,70.6,70.4,0.8438818565400844
72.0,72.6,71.8,71.2,71.7,71.0,70.4,70.0,70.4,70.6,70.4,71.1,0.8298755186721992
72.6,71.8,71.2,71.7,71.0,70.4,70.0,70.4,70.6,70.4,71.1,72.3,0.8287292817679558
71.8,71.2,71.7,71.0,70.4,70.0,70.4,70.6,70.4,71.1,72.3,72.4,0.8287292817679558
71.2,71.7,71.0,70.4,70.0,70.4,70.6,70.4,71.1,72.3,72.4,72.4,0.8241758241758241
71.7,71.0,70.4,70.0,70.4,70.6,70.4,71.1,72.3,72.4,72.4,72.8,0.8207934336525309
71.0,70.4,70.0,70.4,70.6,70.4,71.1,72.3,72.4,72.4,72.8,73.1,0.8321775312066575
70.4,70.0,70.4,70.6,70.4,71.1,72.3,72.4,72.4,72.8,73.1,72.1,0.8230452674897119
70.0,70.4,70.6,70.4,71.1,72.3,72.4,72.4,72.8,73.1,72.1,72.9,0.819672131147541
70.4,70.6,70.4,71.1,72.3,72.4,72.4,72.8,73.1,72.1,72.9,73.2,0.8207934336525309
70.6,70.4,71.1,72.3,72.4,72.4,72.8,73.1,72.1,72.9,73.2,73.1,0.8287292817679558
70.4,71.1,72.3,72.4,72.4,72.8,73.1,72.1,72.9,73.2,73.1,72.4,0.8368200836820083
71.1,72.3,72.4,72.4,72.8,73.1,72.1,72.9,73.2,73.1,72.4,71.7,0.8310249307479224
72.3,72.4,72.4,72.8,73.1,72.1,72.9,73.2,73.1,72.4,71.7,72.2,0.841514726507714
72.4,72.4,72.8,73.1,72.1,72.9,73.2,73.1,72.4,71.7,72.2,71.3,0.847457627118644
72.4,72.8,73.1,72.1,72.9,73.2,73.1,72.4,71.7,72.2,71.3,70.8,0.8450704225352113
72.8,73.1,72.1,72.9,73.2,73.1,72.4,71.7,72.2,71.3,70.8,71.0,0.8486562942008486
73.1,72.1,72.9,73.2,73.1,72.4,71.7,72.2,71.3,70.8,71.0,70.7,0.8391608391608392
72.1,72.9,73.2,73.1,72.4,71.7,72.2,71.3,70.8,71.0,70.7,71.5,0.8670520231213873
72.9,73.2,73.1,72.4,71.7,72.2,71.3,70.8,71.0,70.7,71.5,69.2,0.8571428571428571
73.2,73.1,72.4,71.7,72.2,71.3,70.8,71.0,70.7,71.5,69.2,70.0,0.8955223880597015
73.1,72.4,71.7,72.2,71.3,70.8,71.0,70.7,71.5,69.2,70.0,67.0,0.8746355685131196
72.4,71.7,72.2,71.3,70.8,71.0,70.7,71.5,69.2,70.0,67.0,68.6,0.8683068017366137
71.7,72.2,71.3,70.8,71.0,70.7,71.5,69.2,70.0,67.0,68.6,69.1,0.8583690987124463
72.2,71.3,70.8,71.0,70.7,71.5,69.2,70.0,67.0,68.6,69.1,69.9,0.8633093525179857
71.3,70.8,71.0,70.7,71.5,69.2,70.0,67.0,68.6,69.1,69.9,69.5,0.8595988538681949
70.8,71.0,70.7,71.5,69.2,70.0,67.0,68.6,69.1,69.9,69.5,69.8,0.8746355685131196
71.0,70.7,71.5,69.2,70.0,67.0,68.6,69.1,69.9,69.5,69.8,68.6,0.881057268722467
70.7,71.5,69.2,70.0,67.0,68.6,69.1,69.9,69.5,69.8,68.6,68.1,0.9077155824508322
71.5,69.2,70.0,67.0,68.6,69.1,69.9,69.5,69.8,68.6,68.1,66.1,0.9259259259259259
69.2,70.0,67.0,68.6,69.1,69.9,69.5,69.8,68.6,68.1,66.1,64.8,0.900900900900901
70.0,67.0,68.6,69.1,69.9,69.5,69.8,68.6,68.1,66.1,64.8,66.6,0.888888888888889
67.0,68.6,69.1,69.9,69.5,69.8,68.6,68.1,66.1,64.8,66.6,67.5,0.881057268722467
68.6,69.1,69.9,69.5,69.8,68.6,68.1,66.1,64.8,66.6,67.5,68.1,0.8836524300441825
69.1,69.9,69.5,69.8,68.6,68.1,66.1,64.8,66.6,67.5,68.1,67.9,0.875912408759124
69.9,69.5,69.8,68.6,68.1,66.1,64.8,66.6,67.5,68.1,67.9,68.5,0.8633093525179857
69.5,69.8,68.6,68.1,66.1,64.8,66.6,67.5,68.1,67.9,68.5,69.5,0.8633093525179857
69.8,68.6,68.1,66.1,64.8,66.6,67.5,68.1,67.9,68.5,69.5,69.5,0.8633093525179857
68.6,68.1,66.1,64.8,66.6,67.5,68.1,67.9,68.5,69.5,69.5,69.5,0.8547008547008548
68.1,66.1,64.8,66.6,67.5,68.1,67.9,68.5,69.5,69.5,69.5,70.2,0.8595988538681949
66.1,64.8,66.6,67.5,68.1,67.9,68.5,69.5,69.5,69.5,70.2,69.8,0.851063829787234
64.8,66.6,67.5,68.1,67.9,68.5,69.5,69.5,69.5,70.2,69.8,70.5,0.8658008658008658
66.6,67.5,68.1,67.9,68.5,69.5,69.5,69.5,70.2,69.8,70.5,69.3,0.8733624454148472
67.5,68.1,67.9,68.5,69.5,69.5,69.5,70.2,69.8,70.5,69.3,68.7,0.8746355685131196
68.1,67.9,68.5,69.5,69.5,69.5,70.2,69.8,70.5,69.3,68.7,68.6,0.8746355685131196
67.9,68.5,69.5,69.5,69.5,70.2,69.8,70.5,69.3,68.7,68.6,68.6,0.8708272859216255
68.5,69.5,69.5,69.5,70.2,69.8,70.5,69.3,68.7,68.6,68.6,68.9,0.8995502248875562
69.5,69.5,69.5,70.2,69.8,70.5,69.3,68.7,68.6,68.6,68.9,66.7,0.890207715133531
69.5,69.5,70.2,69.8,70.5,69.3,68.7,68.6,68.6,68.9,66.7,67.4,0.9049773755656109
69.5,70.2,69.8,70.5,69.3,68.7,68.6,68.6,68.9,66.7,67.4,66.3,0.9022556390977443
70.2,69.8,70.5,69.3,68.7,68.6,68.6,68.9,66.7,67.4,66.3,66.5,0.872093023255814
69.8,70.5,69.3,68.7,68.6,68.6,68.9,66.7,67.4,66.3,66.5,68.8,0.860832137733142
70.5,69.3,68.7,68.6,68.6,68.9,66.7,67.4,66.3,66.5,68.8,69.7,0.8708272859216255
69.3,68.7,68.6,68.6,68.9,66.7,67.4,66.3,66.5,68.8,69.7,68.9,0.8658008658008658
68.7,68.6,68.6,68.9,66.7,67.4,66.3,66.5,68.8,69.7,68.9,69.3,0.8547008547008548
68.6,68.6,68.9,66.7,67.4,66.3,66.5,68.8,69.7,68.9,69.3,70.2,0.8450704225352113
68.6,68.9,66.7,67.4,66.3,66.5,68.8,69.7,68.9,69.3,70.2,71.0,0.8450704225352113
68.9,66.7,67.4,66.3,66.5,68.8,69.7,68.9,69.3,70.2,71.0,71.0,0.84985835694051
66.7,67.4,66.3,66.5,68.8,69.7,68.9,69.3,70.2,71.0,71.0,70.6,0.841514726507714
67.4,66.3,66.5,68.8,69.7,68.9,69.3,70.2,71.0,71.0,70.6,71.3,0.8403361344537814
66.3,66.5,68.8,69.7,68.9,69.3,70.2,71.0,71.0,70.6,71.3,71.4,0.8670520231213873
66.5,68.8,69.7,68.9,69.3,70.2,71.0,71.0,70.6,71.3,71.4,69.2,0.8683068017366137
68.8,69.7,68.9,69.3,70.2,71.0,71.0,70.6,71.3,71.4,69.2,69.1,0.875912408759124
69.7,68.9,69.3,70.2,71.0,71.0,70.6,71.3,71.4,69.2,69.1,68.5,0.8670520231213873
68.9,69.3,70.2,71.0,71.0,70.6,71.3,71.4,69.2,69.1,68.5,69.2,0.8733624454148472
69.3,70.2,71.0,71.0,70.6,71.3,71.4,69.2,69.1,68.5,69.2,68.7,0.8486562942008486
70.2,71.0,71.0,70.6,71.3,71.4,69.2,69.1,68.5,69.2,68.7,70.7,0.8438818565400844
71.0,71.0,70.6,71.3,71.4,69.2,69.1,68.5,69.2,68.7,70.7,71.1,0.84985835694051
71.0,70.6,71.3,71.4,69.2,69.1,68.5,69.2,68.7,70.7,71.1,70.6,0.847457627118644
70.6,71.3,71.4,69.2,69.1,68.5,69.2,68.7,70.7,71.1,70.6,70.8,0.8426966292134831
71.3,71.4,69.2,69.1,68.5,69.2,68.7,70.7,71.1,70.6,70.8,71.2,0.860832137733142
71.4,69.2,69.1,68.5,69.2,68.7,70.7,71.1,70.6,70.8,71.2,69.7,0.8595988538681949
69.2,69.1,68.5,69.2,68.7,70.7,71.1,70.6,70.8,71.2,69.7,69.8,0.841514726507714
69.1,68.5,69.2,68.7,70.7,71.1,70.6,70.8,71.2,69.7,69.8,71.3,0.8426966292134831
68.5,69.2,68.7,70.7,71.1,70.6,70.8,71.2,69.7,69.8,71.3,71.2,0.8438818565400844
69.2,68.7,70.7,71.1,70.6,70.8,71.2,69.7,69.8,71.3,71.2,71.1,0.847457627118644
68.7,70.7,71.1,70.6,70.8,71.2,69.7,69.8,71.3,71.2,71.1,70.8,0.8391608391608392
70.7,71.1,70.6,70.8,71.2,69.7,69.8,71.3,71.2,71.1,70.8,71.5,0.8438818565400844
71.1,70.6,70.8,71.2,69.7,69.8,71.3,71.2,71.1,70.8,71.5,71.1,0.841514726507714
70.6,70.8,71.2,69.7,69.8,71.3,71.2,71.1,70.8,71.5,71.1,71.3,0.8645533141210374
70.8,71.2,69.7,69.8,71.3,71.2,71.1,70.8,71.5,71.1,71.3,69.4,0.8534850640113798
71.2,69.7,69.8,71.3,71.2,71.1,70.8,71.5,71.1,71.3,69.4,70.3,0.8426966292134831
69.7,69.8,71.3,71.2,71.1,70.8,71.5,71.1,71.3,69.4,70.3,71.2,0.8486562942008486
69.8,71.3,71.2,71.1,70.8,71.5,71.1,71.3,69.4,70.3,71.2,70.7,0.841514726507714
71.3,71.2,71.1,70.8,71.5,71.1,71.3,69.4,70.3,71.2,70.7,71.3,0.8344923504867872
71.2,71.1,70.8,71.5,71.1,71.3,69.4,70.3,71.2,70.7,71.3,71.9,0.84985835694051
71.1,70.8,71.5,71.1,71.3,69.4,70.3,71.2,70.7,71.3,71.9,70.6,0.8356545961002786
70.8,71.5,71.1,71.3,69.4,70.3,71.2,70.7,71.3,71.9,70.6,71.8,0.8379888268156425
71.5,71.1,71.3,69.4,70.3,71.2,70.7,71.3,71.9,70.6,71.8,71.6,0.84985835694051
71.1,71.3,69.4,70.3,71.2,70.7,71.3,71.9,70.6,71.8,71.6,70.6,0.8321775312066575
71.3,69.4,70.3,71.2,70.7,71.3,71.9,70.6,71.8,71.6,70.6,72.1,0.8450704225352113
69.4,70.3,71.2,70.7,71.3,71.9,70.6,71.8,71.6,70.6,72.1,71.0,0.841514726507714
70.3,71.2,70.7,71.3,71.9,70.6,71.8,71.6,70.6,72.1,71.0,71.3,0.8486562942008486
71.2,70.7,71.3,71.9,70.6,71.8,71.6,70.6,72.1,71.0,71.3,70.7,0.8344923504867872
70.7,71.3,71.9,70.6,71.8,71.6,70.6,72.1,71.0,71.3,70.7,71.9,0.8450704225352113
71.3,71.9,70.6,71.8,71.6,70.6,72.1,71.0,71.3,70.7,71.9,71.0,0.8438818565400844
71.9,70.6,71.8,71.6,70.6,72.1,71.0,71.3,70.7,71.9,71.0,71.1,0.8379888268156425
